venue,ranking,title,authors,year,citations,url,pdf_url,keywords
Information Fusion,2,An information fusion model of mutual influence between focal elements: A perspective on interference effects in Dempster-Shafer evidence theory,"Xiaozhuan Gao, Lipeng Pan",2025,1,https://www.semanticscholar.org/paper/eac141f6577c1340b56c44de27fa4261bc5da1fa,,"Computer Science, Computer Science, Mathematics"
Information Geometry,1,Reverse em-problem based on Bregman divergence and its application to classical and quantum information theory,Masahito Hayashi,2024,4,https://www.semanticscholar.org/paper/2d070305fd870cc057b8a70234b35206b02e7d7e,https://arxiv.org/pdf/2403.09252.pdf,"Computer Science, Mathematics, Physics, Physics, Computer Science"
Information Management and Business Review,1,Navigating the Path to Equitable and Sustainable Digital Agriculture among Small Farmers in Malaysia: A Comprehensive Review,"Omar Abu Hassim, Ismah Osman, Asmah Awal, Fhaisol Mat Amin",2024,1,https://www.semanticscholar.org/paper/37f3977e489573c67fbed243e00427a789b04770,https://ojs.amhinternational.com/index.php/imbr/article/download/3795/2479,"Agricultural and Food Sciences, Sociology, Environmental Science, Economics, Computer Science"
Information Sciences,1,A zero-gradient-sum algorithm for distributed cooperative learning using a feedforward neural network with random weights,"Wu Ai, Weisheng Chen, Jin Xie",2016,30,https://www.semanticscholar.org/paper/b941e31a789aa701633e2ce0aee4f03ba92d793a,,"Computer Science, Computer Science"
Information Sciences,2,Distributed stochastic configuration networks with cooperative learning paradigm,"Wu Ai, Dianhui Wang",2020,17,https://www.semanticscholar.org/paper/2cb17eadff54c6561f45616309ee4138cd27fc14,,"Computer Science, Computer Science"
Information Sciences,3,Urban traffic signal control robust optimization against Risk-averse and Worst-case cyberattacks,"Liang Zheng, Ji Bao, Zhenyu Mei",2023,14,https://www.semanticscholar.org/paper/52342304824a15dff56dff082f557ed37b29330d,,"Computer Science, Engineering, Computer Science"
Information Sciences,4,A prior knowledge-guided distributionally robust optimization-based adversarial training strategy for medical image classification,"Shancheng Jiang, Zehui Wu, Haiqiong Yang, Kun Xiang, Weiping Ding, Zhen-Song Chen",2024,5,https://www.semanticscholar.org/paper/e2571e7aab41767e94fca06fd05cd341db3816ad,,"Computer Science, Computer Science, Medicine"
Information Security Practice and Experience,1,Research on Capacity Planning of Renewable Energy Grid Integration Based on Effective Short Circuit Ratio,"Yan Li, Y. Chi, Xinshou Tian, Chao Liu, Jianzu Hu, Yiwen Fan, Xiaojie Fan, Yu Xiao, Congbo Wang",2020,19,https://www.semanticscholar.org/paper/ab616950c73db343ca2d64631f532aef8c592d09,,"Engineering, Environmental Science"
Information Security Solutions Europe,1,THEFOSE - Theoretical Foundations of System Engineering: A first feedback,"O. Hammami, W. Edmonson",2015,7,https://www.semanticscholar.org/paper/ac4a34857c96e45bb9042b9ea3073a50f711b5d2,,"Computer Science, Engineering, Computer Science, Engineering"
"Information Security of the Person, Society, State. 2022. № 1–3 (34–36)",1,Analysis of the basics of information theory,"Vіtalii Pochernyaev, Valerii Hladkykh, Nataliia Syvkova",2022,1,https://www.semanticscholar.org/paper/f72862264d78ed26775c7c3448c42f73edc471e2,https://journals.uran.ua/ispss/article/download/291502/284931,"Computer Science, Philosophy"
Information Systems Frontiers,1,Foundations of reusable and interoperable facet models using category theory,Daniel R. Harris,2016,6,https://www.semanticscholar.org/paper/56684e9d2cdb74fff46250b0af1621615500df7d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5145200,"Computer Science, Medicine, Computer Science"
Information Systems Frontiers,2,Social Capital and Artificial Intelligence Readiness: The Mediating Role of Cyber Resilience and Value Construction of Smes in Resource-Constrained Environments,"Egena Ode, Ifedapo Francis Awolowo, Rabake Nana, F. Olawoyin",2025,1,https://www.semanticscholar.org/paper/4c2b2dc7c1b05eb83195ea1d0fe1536c507fa7af,,"Computer Science, Business"
Information Technologies in Environmental Engineering,1,Comparative Analysis of Scientific Approaches in Computer Science: A Quantitative Study,"Felix Kruger, Zabenaso Queen, Ocean Radelva, Neil Lawrence",2024,13,https://www.semanticscholar.org/paper/01503c5f2ebfaf11751bef873551a24f510cf55c,,Computer Science
Information Technology Convergence and Services,1,A Framework for Adversarial Streaming via Differential Privacy and Difference Estimators,"Idan Attias, E. Cohen, M. Shechner, Uri Stemmer",2021,34,https://www.semanticscholar.org/paper/c3c424efea89be2401295fab842b149b81367c6a,https://arxiv.org/pdf/2107.14527.pdf,"Computer Science, Computer Science, Mathematics"
Information Technology Convergence and Services,2,Learning and Strongly Truthful Multi-Task Peer Prediction: A Variational Approach,"G. Schoenebeck, Fang-Yi Yu",2020,19,https://www.semanticscholar.org/paper/12a192232dfca3d15f6f13c44792b56f9e1c5504,http://arxiv.org/pdf/2009.14730,"Computer Science, Computer Science, Mathematics"
Information Technology Convergence and Services,3,"False Consensus, Information Theory, and Prediction Markets","Yuqing Kong, G. Schoenebeck",2022,7,https://www.semanticscholar.org/paper/5eb980478c5004ca07156600604622a68324827c,https://arxiv.org/pdf/2206.02993,"Computer Science, Economics, Economics"
Information Technology Convergence and Services,4,More Dominantly Truthful Multi-Task Peer Prediction with a Finite Number of Tasks,Yuqing Kong,2021,3,https://www.semanticscholar.org/paper/bcdaa96fb8454b536567c355a1dbf32f530c0b6f,https://arxiv.org/pdf/2103.02214.pdf,"Computer Science, Computer Science"
Information Technology Trends,1,PCOS-WaveConvNet: A Wavelet Convolutional Neural Network for Polycystic Ovary Syndrome Detection using Ultrasound images,"Shamik Tiwari, P. Maheshwari",2023,3,https://www.semanticscholar.org/paper/fe0e0f4323c3b540aa1e3ff9aa144e83ae4b2208,,"Medicine, Computer Science"
Information Technology and People,1,Would an AI chatbot persuade you: an empirical answer from the elaboration likelihood model,"Qian Chen, Changqin Yin, Yeming Gong",2023,22,https://www.semanticscholar.org/paper/3621d5588ff1a3c6ae57e111cc5b70dd9b55b7b3,,"Computer Science, Computer Science, Business"
Information Technology for Peace and Security,1,Unmanned Systems: The Robotic Revolution as a Challenge for Arms Control,Niklas Schörnig,2019,2,https://www.semanticscholar.org/paper/c9b4d375b0b0a13e0516acb68503c28c7206973a,,"Engineering, Engineering, Political Science, Computer Science"
Information Theory Workshop,1,A Reverse Jensen Inequality Result with Application to Mutual Information Estimation,"G. Wunder, Benedikt Groß, Rick Fritschek, Rafael F. Schaefer",2021,10,https://www.semanticscholar.org/paper/e2dd12c06b7224478cf1e194f815250d2efdf2d7,https://arxiv.org/pdf/2111.06676,"Computer Science, Mathematics, Computer Science, Mathematics"
Information Theory and Applications Workshop,1,An Inside Look at Deep Neural Networks Using Graph Signal Processing,"Vincent Gripon, Antonio Ortega, Benjamin Girault",2018,23,https://www.semanticscholar.org/paper/d0624c191f23dc03e7d9934a3f0d9d92edcc83d6,,"Computer Science, Computer Science, Mathematics"
Information and Inference A Journal of the IMA,1,Breakdown of a concavity property of mutual information for non-Gaussian channels,"Anastasiya Kireeva, J. Mourrat",2023,4,https://www.semanticscholar.org/paper/74e312ac8d756e6fedb54a34c73e155fc7cebda1,http://arxiv.org/pdf/2304.05129,"Computer Science, Mathematics, Computer Science"
Information and Software Technology,1,Effective Test Generation Using Pre-trained Large Language Models and Mutation Testing,"Arghavan Moradi Dakhel, Amin Nikanjam, Vahid Majdinasab, Foutse Khomh, M. Desmarais",2023,91,https://www.semanticscholar.org/paper/958530b2a6267fd0c251a7c82e0267c21dca9cdf,https://arxiv.org/pdf/2308.16557,"Computer Science, Computer Science"
Infrastructure Asset Management,1,Local infrastructure governance in Peru – a systems thinking appraisal,"Alain J Espinoza Vigil, N. Carhart",2024,5,https://www.semanticscholar.org/paper/b39deb8b5b03185cac05a89fd0aaf7c96c6f8850,,"Engineering, Political Science, Environmental Science"
Infrastructures,1,Resilience of Critical Infrastructure Systems: A Systematic Literature Review of Measurement Frameworks,"Mathavanayakam Sathurshan, Aslam Saja, J. Thamboo, Masahiko Haraguchi, S. Navaratnam",2022,52,https://www.semanticscholar.org/paper/bf30aee564af1cf5273961bb6dce141ceb45f058,https://www.mdpi.com/2412-3811/7/5/67/pdf?version=1651492723,"Engineering, Environmental Science"
Innovatech Engineering Journal,1,AI-Driven IoT And Blockchain Integration In Industry 5.0 A Systematic Review Of Supply Chain Transformation,"Bhanu Prakash Sah, MD Mahamudul Hasan, Shaikh Shofiullah, S. Faysal",2024,3,https://www.semanticscholar.org/paper/b7e4346115694f18f669ec339c858d4b99c61bee,,"Computer Science, Business, Engineering"
Innovation and Emerging Technologies,1,Lifting scheme-based wavelet transform method for improved genomic classification and sequence analysis of Coronavirus,"Subhajit Kar, Madhabi Ganguly, Supratik Sen",2023,2,https://www.semanticscholar.org/paper/0b3a482bf5579f92eaac102cc47bcd605acfc941,,Computer Science
Innovations in Education & Teaching International,1,What can ChatGPT not do in education? Evaluating its effectiveness in assessing educational learning outcomes,S. D. Fabiyi,2024,6,https://www.semanticscholar.org/paper/ab212906eae34c8e575e24ad1f4b2932e64199a1,https://www.tandfonline.com/doi/pdf/10.1080/14703297.2024.2333395?needAccess=true,"Education, Computer Science"
Innovative Infrastructure Solutions,1,Multidimensional tensor strategy for the inverse analysis of in-service bridge based on SHM data,"Qiwen Jin, Yili Sun, Zheng Liu, Shuanhai He",2023,1,https://www.semanticscholar.org/paper/4d3abf57e57406a5bacf2c8edfcb207e143b5715,,Engineering
Inorganic Chemistry,1,Direct Mechanistic Evidence for a Nonheme Complex Reaction through a Multivariate XAS Analysis,"F. Tavani, Andrea Martini, G. Capocasa, S. Di Stefano, O. Lanzalunga, P. D’Angelo",2020,14,https://www.semanticscholar.org/paper/a383fd1fc83e05a83941d60e6b40bd0faea9d8df,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.0c01132,"Medicine, Chemistry, Chemistry"
Inorganic Chemistry,2,Predetermined Ferromagnetic Coupling via Strict Control of M-O-M Angles.,"M. Fondo, Jesús Doejo, A. M. García-Deibe, J. Sanmartín-Matalobos, R. Vicente, M. El-Fallah, Martín Amoza, E. Ruiz",2016,13,https://www.semanticscholar.org/paper/2cce8897929ba3422857f7f0f4976fd2e6913f94,https://diposit.ub.edu/dspace/bitstream/2445/154601/1/666562.pdf,"Chemistry, Medicine, Chemistry"
Inorganic Chemistry,3,Renaissance in NO Chemistry.,"P. Ford, Y. Shiro, R. van Eldik",2021,5,https://www.semanticscholar.org/paper/65bc76e5436add6d64275b4532fc20dd05bebfa3,,"Medicine, Chemistry, Environmental Science"
Inorganic Chemistry,4,Mechanistic Study and Conceptual Chemical Reactivity Analysis of Hydroboration of Carbon Dioxide Catalyzed by a Manganese(I)-PNP-Pincer Complex.,"Bin Wang, Chunying Rong, Ming Lei, Shubin Liu, F. de Proft",2023,1,https://www.semanticscholar.org/paper/c2fa4f99dfdb45788b0bc0ba4b88945cdacab4ac,https://biblio.vub.ac.be/vubirfiles/109627969/Paper_accepted.pdf,"Medicine, Chemistry"
Inovasi Kurikulum,1,Development of authentic assessment of 21st-century skills in Kurikulum Merdeka,"Neneng Widya Sopa Marwa, Pajar Reza Pitria, Faisal Madani",2024,3,https://www.semanticscholar.org/paper/5055139533d61be961da4dadbc04506575fd6552,,
Inquiry,1,Real Sparks of Artificial Intelligence and the Importance of Inner Interpretability,Alex Grzankowski,2024,6,https://www.semanticscholar.org/paper/748c32404f74c2e1b62ec50f99bb0759a7a33c02,https://www.tandfonline.com/doi/pdf/10.1080/0020174X.2023.2296468?needAccess=true,"Computer Science, Computer Science, Philosophy"
Insectes Sociaux,1,Mutual intra- and interspecific social parasitism between parapatric sister species of Vespula wasps,"T. Saga, M. Kanai, M. Shimada, Y. Okada",2017,6,https://www.semanticscholar.org/paper/a7260752f1f0c26805a21f65be7bb1ea555e7b02,,"Biology, Biology, Environmental Science"
Insights into Imaging,1,Radiology AI Deployment and Assessment Rubric (RADAR) to bring value-based AI into radiological practice,"B.J. Boverhof, W. Redekop, Daniel Bos, M. Starmans, Judy Birch, Andrea Rockall, J. J. Visser",2024,14,https://www.semanticscholar.org/paper/e851c3e73878f0e544633ead6b10edd55e7b5b3d,https://insightsimaging.springeropen.com/counter/pdf/10.1186/s13244-023-01599-z,"Medicine, Medicine, Computer Science"
Int. J. Commun. Networks Inf. Secur.,1,A Coalition Formation Game for Cooperative Spectrum Sensing in Cognitive Radio Network under the Constraint of Overhead,"Utpala Borgohain, S. Borkotokey, S. Deka",2021,3,https://www.semanticscholar.org/paper/63418e065ada0d2e02e784ea35a95b0c2fa4c1c2,https://www.ijcnis.org/index.php/ijcnis/article/download/5077/561,"Computer Science, Computer Science, Engineering"
Int. J. Inf. Sec.,1,Enhancing network security through integration of game theory in software-defined networking framework,"R. Florea, M. Craus",2025,1,https://www.semanticscholar.org/paper/c88dee6fc5ba317fa8fb6b5c422111436b3b11a3,https://doi.org/10.1007/s10207-025-01012-4,"Computer Science, Computer Science, Engineering"
Int. J. Interact. Multim. Artif. Intell.,1,Efficient and Robust Model Benchmarks with Item Response Theory and Adaptive Testing,"Hao Song, Peter A. Flach",2021,7,https://www.semanticscholar.org/paper/f6ba5fc8ec3c4f99ff69d4e0ea53b4b42174b366,https://doi.org/10.9781/ijimai.2021.02.009,"Computer Science, Computer Science, Mathematics"
Int. J. Online Biomed. Eng.,1,Improvements of EEG Signal Quality: A Hybrid Method of Blind Source Separation and Variational Mode Destruction to Reduce Artifacts,"H. Massar, T. B. Drissi, B. Nsiri, Mounia Miyara",2024,3,https://www.semanticscholar.org/paper/ea0ab71889223bf76a07de2fb0e74ea479043e56,https://online-journals.org/index.php/i-joe/article/download/46499/14959,"Computer Science, Engineering, Medicine, Computer Science"
Int. J. Soc. Robotics,1,From EU Robotics and AI Governance to HRI Research: Implementing the Ethics Narrative,Jesse de Pagter,2023,7,https://www.semanticscholar.org/paper/b5dbf766ab0db9db9a1837a42e06f296759ec2f3,https://link.springer.com/content/pdf/10.1007/s12369-023-00982-6.pdf,"Computer Science, Political Science, Computer Science, Engineering"
Int. J. Uncertain. Fuzziness Knowl. Based Syst.,1,Fuzzy Perspective of Online Games by Using Cryptography and Cooperative Game Theory,"S. Z. A. Gök, Serap Ergün, Baris Bülent Kirlar, Ismail Özcan, Aslı Tayman",2023,1,https://www.semanticscholar.org/paper/e7df5ae23c156f0d1662309958e5732ca38bdc9b,,"Computer Science, Computer Science, Mathematics"
Integrated Journal for Research in Arts and Humanities,1,Design and Implementation of Automated Content Moderation Systems in Social Media,"Sreeprasad Govindankutty, Avneesh Kumar",2024,1,https://www.semanticscholar.org/paper/18aa665a7884b760b4e1357ff7a3eb50c5920039,,"Computer Science, Linguistics"
Integrative Organismal Biology,1,Opportunities and Challenges in Applying AI to Evolutionary Morphology,"Y. He, J. Mulqueeney, E. C. Watt, A. Salili-James, N. S. Barber, M. Camaiti, E. Hunt, O. Kippax-Chui, A. Knapp, A. Lanzetti, G. Rangel-de Lázaro, J. K. McMinn, J. Minus, A. Mohan, L. E. Roberts, D. Adhami, E. Grisan, Q. Gu, V. Herridge, S. Poon, T. West, A. Goswami",2024,6,https://www.semanticscholar.org/paper/a925adcfbed937c748e947438a940025a81a653c,https://doi.org/10.1093/iob/obae036,"Medicine, Biology, Computer Science, Environmental Science"
Integrative and Comparative Biology,1,Identity Signaling and Patterns of Cooperative Behavior.,"Michael J. Sheehan, Caitlin H. Miller, H. Kern Reeve",2017,11,https://www.semanticscholar.org/paper/9189940205b934e8d0aa1d60040b52f37eb8b00d,https://academic.oup.com/icb/article-pdf/57/3/580/20129448/icx054.pdf,"Medicine, Biology, Biology"
Integrity Journal of Education and Training,1,"Psychological factors as correlates of undergraduates students’ academic performance in Educational Psychology, Gombe State University","Musa Maikamba Abubakar, Ibrahim Sagir Jummai, S. Danjuma, Bashir Jibril Nadikko, Aishatu Muhammad Yusuf",2022,1,https://www.semanticscholar.org/paper/cf91a9c4ac3be622dffbd21d9e93301b12c38d4d,https://integrityresjournals.org/journal/IJET/article-full-text-pdf/CB01AD972,"Psychology, Education"
